system.index,AREA_KM2,CD_MUN,CD_UF,NM_MUN,NM_REGIAO,NM_UF,SIGLA,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Bioma
000000000000000000f4,203.198,2922755,29,Nova Ibiá,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
000000000000000000f5,475.381,2922805,29,Nova Itarana,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
000000000000000000f6,565.356,2922854,29,Nova Redenção,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
000000000000000000f7,966.993,2922904,29,Nova Soure,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
000000000000000000f8,1316.379,2923001,29,Nova Viçosa,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
000000000000000000f9,627.5,2923035,29,Novo Horizonte,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
000000000000000000fa,278.487,2923050,29,Novo Triunfo,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
000000000000000000fb,637.317,2923100,29,Olindina,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
000000000000000000fc,3313.418,2923209,29,Oliveira dos Brejinhos,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
000000000000000000fd,156.982,2923308,29,Ouriçangas,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
000000000000000000fe,1544.988,2923357,29,Ourolândia,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
000000000000000000ff,2560.027,2923407,29,Palmas de Monte Alto,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
100,737.454,2923506,29,Palmeiras,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
101,1087.06,2923605,29,Paramirim,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
102,2624.998,2923704,29,Paratinga,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
103,442.186,2923803,29,Paripiranga,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
104,626.306,2923902,29,Pau Brasil,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
105,1544.388,2924009,29,Paulo Afonso,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
106,596.771,2924058,29,Pé de Serra,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
107,158.488,2924108,29,Pedrão,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
108,889.572,2924207,29,Pedro Alexandre,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
109,1825.857,2924306,29,Piatã,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
0000000000000000010a,11597.923,2924405,29,Pilão Arcado,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
0000000000000000010b,628.468,2924504,29,Pindaí,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
0000000000000000010c,495.845,2924603,29,Pindobaçu,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
0000000000000000010d,647.144,2924652,29,Pintadas,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
0000000000000000010e,193.427,2924678,29,Piraí do Norte,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
0000000000000000010f,511.756,2924702,29,Piripá,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
110,980.328,2924801,29,Piritiba,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
111,955.454,2924900,29,Planaltino,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
112,769,2925006,29,Planalto,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
113,937.269,2925105,29,Poções,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
114,314.932,2925204,29,Pojuca,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
115,530.144,2925253,29,Ponto Novo,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
116,2285.734,2925303,29,Porto Seguro,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9433886483,0.9433886483,1.200676449,1.200676449,1.715251707,1.801014625,2.144064061,2.144064061,2.487113379,Mata Atlântica
117,1111.567,2925402,29,Potiraguá,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
118,1692.1,2925501,29,Prado,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
119,232.064,2925600,29,Presidente Dutra,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
0000000000000000011a,1208.549,2925709,29,Presidente Jânio Quadros,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
0000000000000000011b,441.82,2925758,29,Presidente Tancredo Neves,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
0000000000000000011c,2011.06,2925808,29,Queimadas,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
0000000000000000011d,1380.798,2925907,29,Quijingue,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
0000000000000000011e,366.387,2925931,29,Quixabeira,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
0000000000000000011f,1090.552,2925956,29,Rafael Jambeiro,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
120,4573.505,2926004,29,Remanso,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
121,242.329,2926103,29,Retirolândia,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
122,5977.931,2926202,29,Riachão das Neves,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cerrado
123,1155.418,2926301,29,Riachão do Jacuípe,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
124,3183.911,2926400,29,Riacho de Santana,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
125,644.229,2926509,29,Ribeira do Amparo,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
126,1252.144,2926608,29,Ribeira do Pombal,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
127,1363.7,2926657,29,Ribeirão do Largo,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
128,1115.252,2926707,29,Rio de Contas,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
129,777.903,2926806,29,Rio do Antônio,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
0000000000000000012a,656.223,2926905,29,Rio do Pires,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
0000000000000000012b,739.775,2927002,29,Rio Real,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
0000000000000000012c,2207.159,2927101,29,Rodelas,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
0000000000000000012d,1991.772,2927200,29,Ruy Barbosa,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
0000000000000000012e,150.569,2927309,29,Salinas da Margarida,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
0000000000000000012f,693.453,2927408,29,Salvador,Nordeste,Bahia,BA,1623.464384,1791.842693,1868.092359,1931.210229,1999.401765,2068.559533,2144.300674,2296.196761,2409.165542,2494.640065,2641.184208,2872.354022,3192.729797,3476.389091,3616.533931,3720.893514,3817.259922,3861.079403,3956.206637,3981.688003,4042.382923,4085.631535,4138.496083,4215.100493,4251.205117,4337.998049,4426.134439,4471.309731,4525.887237,4547.600798,4593.538736,4650.851472,4687.104494,4714.487012,4730.635505,4738.912315,4836.756509,Mata Atlântica
130,347.021,2927507,29,Santa Bárbara,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
131,934.461,2927606,29,Santa Brígida,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
132,1462.942,2927705,29,Santa Cruz Cabrália,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
133,284.083,2927804,29,Santa Cruz da Vitória,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
134,379.27,2927903,29,Santa Inês,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
135,1623.445,2928000,29,Santaluz,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
136,824.473,2928059,29,Santa Luzia,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
137,1984.91,2928109,29,Santa Maria da Vitória,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cerrado
138,1909.353,2928208,29,Santana,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
139,222.686,2928307,29,Santanópolis,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
0000000000000000013a,6030.491,2928406,29,Santa Rita de Cássia,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
0000000000000000013b,719.257,2928505,29,Santa Terezinha,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
0000000000000000013c,494.502,2928604,29,Santo Amaro,Nordeste,Bahia,BA,1.169005925,2.467104955,2.487650471,2.487650471,2.487650471,2.487992897,2.487992897,2.487992897,3.017028859,3.339587529,4.134000071,4.632907643,5.618044214,5.620441109,6.231998997,6.649060873,6.65727657,6.65727657,6.83327957,6.83327957,7.262325479,7.25239726,7.466406733,7.767052082,7.767056977,8.107090568,8.107090568,8.90596159,8.997043893,8.909725755,10.24005526,10.24005526,10.58932932,10.76396337,10.76396337,10.67664782,11.16597479,Mata Atlântica
0000000000000000013d,261.74,2928703,29,Santo Antônio de Jesus,Nordeste,Bahia,BA,0,1.071115014,2.60068032,3.108369878,3.304941532,3.304941532,3.402713738,3.402713738,3.402713738,3.432455623,3.606804469,3.925088671,4.514469839,4.687114342,5.303845542,6.809115148,7.321580256,9.724911307,12.38704152,12.38704152,13.48071159,13.48071159,13.48071159,13.62531633,15.54418649,16.71201584,19.12358554,19.55126973,20.169348,20.36011775,20.7717166,20.80145904,20.89102588,21.04930258,21.30261997,21.30261997,25.40940904,Mata Atlântica
0000000000000000013e,360.334,2928802,29,Santo Estêvão,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
0000000000000000013f,15156.712,2928901,29,São Desidério,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cerrado
140,289.963,2928950,29,São Domingos,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
141,103.226,2929008,29,São Félix,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
142,1751.671,2929057,29,São Félix do Coribe,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
143,222.407,2929107,29,São Felipe,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
144,269.715,2929206,29,São Francisco do Conde,Nordeste,Bahia,BA,1.126859836,3.458923644,3.546181149,3.546181149,3.458920128,3.371662623,3.448655012,4.052637092,4.094045624,4.006784692,4.851660094,12.55894746,17.0854014,20.86628176,27.38788224,29.22992411,30.31810351,32.33013877,31.85177661,31.67726343,32.16215679,33.22670563,33.31396159,34.3347067,34.50476721,34.76654106,38.0822936,41.43706267,43.86040027,49.47359254,55.09504879,59.57835694,62.85348134,64.309856,65.11126741,65.02399718,70.94998817,Mata Atlântica
145,1146.054,2929255,29,São Gabriel,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
146,294.768,2929305,29,São Gonçalo dos Campos,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
147,127.925,2929354,29,São José da Vitória,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
148,362.365,2929370,29,São José do Jacuípe,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
149,230.906,2929404,29,São Miguel das Matas,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
0000000000000000014a,536.678,2929503,29,São Sebastião do Passé,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
0000000000000000014b,131.218,2929602,29,Sapeaçu,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
0000000000000000014c,949.223,2929701,29,Sátiro Dias,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
0000000000000000014d,166.428,2929750,29,Saubara,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
0000000000000000014e,509.098,2929800,29,Saúde,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
0000000000000000014f,2402.17,2929909,29,Seabra,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
150,1984.511,2930006,29,Sebastião Laranjeiras,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
151,789.361,2930105,29,Senhor do Bonfim,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
152,2340.684,2930154,29,Serra do Ramalho,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
153,11980.172,2930204,29,Sento Sé,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
154,1592.245,2930303,29,Serra Dourada,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
155,595.297,2930402,29,Serra Preta,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
156,583.314,2930501,29,Serrinha,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
157,322.022,2930600,29,Serrolândia,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
158,201.418,2930709,29,Simões Filho,Nordeste,Bahia,BA,1.451255723,3.432106697,3.432106697,3.257628181,3.257628181,3.170388699,3.170388699,3.170388699,3.170388699,3.170388699,3.319208815,5.382312396,7.628240074,10.73458771,11.7714873,15.46814375,23.49318174,24.83526903,27.35447543,27.61721641,29.37513893,30.10211294,30.60284886,32.71339534,32.80987168,35.74372671,37.46507932,38.58717736,41.5829297,41.88020282,41.89556634,42.27974565,42.48045779,42.83717255,42.74993324,42.74993324,45.94394863,Mata Atlântica
159,1627.806,2930758,29,Sítio do Mato,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
0000000000000000015a,684.089,2930766,29,Sítio do Quinto,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
0000000000000000015b,1355.972,2930774,29,Sobradinho,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
0000000000000000015c,1026.634,2930808,29,Souto Soares,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
0000000000000000015d,1437.189,2930907,29,Tabocas do Brejo Velho,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cerrado
0000000000000000015e,1277.514,2931004,29,Tanhaçu,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
0000000000000000015f,729.516,2931053,29,Tanque Novo,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
160,243.839,2931103,29,Tanquinho,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caatinga
161,454.081,2931202,29,Taperoá,Nordeste,Bahia,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mata Atlântica
