system.index,AREA_KM2,CD_MUN,CD_UF,NM_MUN,NM_REGIAO,NM_UF,SIGLA,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Bioma
000000000000000004a8,25778.658,1301001,13,Carauari,Norte,Amazonas,AM,1.247861255,1.561922643,1.702360542,1.814150498,1.814150498,2.437038414,2.877565248,2.877565248,2.877565248,2.990053429,3.088567811,3.502189642,4.870567076,4.937990021,4.937990021,4.870567076,5.601741502,6.107939533,6.460077295,7.062697843,7.398418928,7.702000396,7.988115011,10.39407547,10.55337518,11.83967549,14.93976452,17.33315743,28.6129037,29.23648454,29.43351665,30.7697535,31.93376745,32.80573487,32.73551725,33.09185003,33.96662417,Amazônia
000000000000000004a9,6096.212,1301100,13,Careiro,Norte,Amazonas,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004aa,2627.474,1301159,13,Careiro da Várzea,Norte,Amazonas,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004ab,57970.768,1301209,13,Coari,Norte,Amazonas,AM,38.75268524,38.8051433,39.89099884,41.01286918,40.83451754,41.03699501,41.25626836,40.93383069,43.02753975,45.8923794,47.559447,48.18612646,51.79897794,52.440337,56.56547478,57.94577656,66.63847267,68.91505638,87.43754653,88.59857268,102.3338805,106.8450614,119.5418307,156.3303104,185.1417908,203.4723239,220.9135814,233.1302469,245.8647229,267.5209714,277.1665726,275.8607676,276.4216948,276.9585044,277.603358,278.089095,279.7085611,Amazônia
000000000000000004ac,18700.713,1301308,13,Codajás,Norte,Amazonas,AM,0,12.3077171,12.3077171,12.38957429,12.38187834,12.30037184,12.52075429,12.52075429,13.04827299,13.04827299,13.34351578,13.60622591,14.08826894,14.17747141,14.44507888,14.44507888,14.44507888,14.54267567,14.63187819,14.72108072,16.73741003,17.36182789,17.97785147,19.76190119,20.60950079,20.78790598,21.95383652,22.03394387,24.15520124,24.14890529,24.14890529,24.3273093,24.72609729,25.6223201,26.00851458,25.91091769,26.5353325,Amazônia
000000000000000004ad,14966.242,1301407,13,Eirunepé,Norte,Amazonas,AM,7.35753628,10.25790657,10.3655218,10.63194561,11.16480831,11.43959676,11.63462659,11.54581829,11.81224354,11.90105142,11.90105142,11.90105008,11.63671449,11.71925573,12.07448957,12.60733888,12.90058294,12.90058294,14.24735335,15.04488515,16.87576225,17.23099732,21.04347199,21.47985599,23.33367957,23.76448632,27.32064445,28.38564703,28.21360272,28.28151661,28.90317469,29.56419346,30.43625177,30.98512221,31.07393261,31.55280482,31.74366229,Amazônia
000000000000000004ae,7505.794,1301506,13,Envira,Norte,Amazonas,AM,6.833579436,8.581526588,8.82144716,10.36876189,11.44945262,11.44945262,11.44945262,11.44945262,11.44945262,11.44945262,11.44945262,12.92236117,13.21687344,15.89286659,15.9815333,16.12965858,16.57299221,16.57299221,16.57299221,16.66165877,16.75032538,17.28058648,17.28058648,20.4979749,20.40930812,20.94130929,21.11864368,21.11864368,21.29597754,21.29597754,22.35997702,22.6259784,24.13332004,24.31065358,24.66532152,24.57665458,24.5766548,Amazônia
000000000000000004af,12155.427,1301605,13,Fonte Boa,Norte,Amazonas,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004b0,7583.534,1301654,13,Guajará,Norte,Amazonas,AM,2.322504318,2.322504318,2.322504318,2.322504318,2.322504318,2.322504318,2.322504318,2.322504318,2.322504318,2.322504318,2.322504318,2.322504318,2.322504318,2.322504318,2.322504318,2.322504318,2.322504318,2.322504318,2.322504318,2.322504318,2.322504318,2.322504318,2.322504318,2.322504318,2.322504318,2.322504318,2.322504318,2.322504318,2.322504318,2.322504318,2.322504318,2.322504318,2.322504318,2.322504318,2.322504318,2.322504318,2.322504318,Amazônia
000000000000000004b1,33111.143,1301704,13,Humaitá,Norte,Amazonas,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004b2,12109.779,1301803,13,Ipixuna,Norte,Amazonas,AM,11.85313247,12.88217814,12.44786199,12.46874184,12.46874184,12.72209199,12.72209199,12.54634867,12.76524663,12.63787507,12.16840991,12.47639788,12.25715171,12.29612935,12.29612935,12.32431806,12.45447377,12.58288601,12.31979302,12.26097956,12.28255688,12.36816749,12.32501503,12.08279984,11.99718924,11.99718924,12.08279984,12.24114427,12.37930433,12.25262816,12.41062474,12.55678837,12.41062474,33.50245802,35.70005817,36.92050046,41.09962558,Amazônia
000000000000000004b3,2216.817,1301852,13,Iranduba,Norte,Amazonas,AM,54.17788171,58.9998821,64.67779734,72.71052131,80.34394468,102.8108958,113.4830024,123.1550093,126.5572507,127.7747541,127.6925081,125.5645347,126.2982762,131.5983274,137.3599795,146.6312166,148.7129586,151.2920879,155.3822859,163.6026663,189.9225257,193.8727974,193.962043,195.3849863,197.4371151,200.8966593,212.3881077,216.457487,220.3464375,224.1838762,226.090507,230.3101706,230.9234578,234.5286485,235.3407419,236.3845143,238.8081261,Amazônia
000000000000000004b4,8891.906,1301902,13,Itacoatiara,Norte,Amazonas,AM,60.94827758,64.93065884,66.70131737,77.27203356,85.76334517,94.46826733,98.42231398,100.7625428,108.3089591,120.3958327,123.8555684,130.4306085,149.7683696,161.6818828,169.868623,170.3293075,173.9703682,180.6286635,219.4630255,300.1240403,311.2223446,321.0712412,324.0857033,326.4031603,350.4711017,365.2770286,373.8317788,377.1784928,377.7140954,386.8124701,391.6529164,394.6932273,395.0128434,396.0441462,400.1764082,399.428665,398.8045008,Amazônia
000000000000000004b5,25260.429,1301951,13,Itamarati,Norte,Amazonas,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004b6,4335.075,1302009,13,Itapiranga,Norte,Amazonas,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004b7,55827.203,1302108,13,Japurá,Norte,Amazonas,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004b8,19442.548,1302207,13,Juruá,Norte,Amazonas,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004b9,69457.415,1302306,13,Jutaí,Norte,Amazonas,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004ba,68262.68,1302405,13,Lábrea,Norte,Amazonas,AM,38.12495131,41.41968796,42.24580462,44.87654979,47.17437932,47.67110059,48.54974714,48.4053922,49.24368976,48.83323437,50.54810132,54.44007549,55.23838264,55.35491653,56.23879416,56.41585322,60.62477852,60.97958052,61.4230854,60.8421836,60.97958379,98.77209916,103.7385882,103.960852,105.5863161,105.3136074,105.473264,106.7383797,108.0361841,111.0307786,111.0968594,119.2220571,118.6011496,121.4708604,121.6934795,121.5160776,123.1742788,Amazônia
000000000000000004bb,7336.579,1302504,13,Manacapuru,Norte,Amazonas,AM,29.27325652,30.68136868,30.84622537,32.61347502,44.38915922,47.33771803,49.3093642,51.4983649,51.69227401,55.21799592,60.20607098,60.32087818,65.87356378,68.03843816,69.8042731,71.87534113,73.1228051,75.26142359,80.10499332,83.76200341,97.71103647,103.6382747,105.0796435,113.5501137,116.9267591,142.658852,149.0183859,154.973981,162.3790091,173.0588522,181.8227083,191.3702359,192.8098751,203.2828694,208.7837845,209.6017809,217.960319,Amazônia
000000000000000004bc,3973.258,1302553,13,Manaquiri,Norte,Amazonas,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004bd,11401.092,1302603,13,Manaus,Norte,Amazonas,AM,2877.302414,3020.737894,3260.950708,3654.389448,4080.029365,4328.546478,4671.793657,5039.607877,5163.320026,5357.815545,5425.555404,5884.597268,6401.945311,6880.162693,7228.316966,7350.397933,7518.233586,7602.54807,7901.541502,8165.96434,8215.830473,8286.532158,8338.944337,8444.070053,8542.323306,8569.411579,8621.548687,8662.004786,8777.783253,8889.032031,9083.700977,9191.759296,9282.153308,9388.974326,9466.106339,9475.332808,9569.435107,Amazônia
000000000000000004be,48315.023,1302702,13,Manicoré,Norte,Amazonas,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004bf,16830.827,1302801,13,Maraã,Norte,Amazonas,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004c0,39991.066,1302900,13,Maués,Norte,Amazonas,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004c1,14107.04,1303007,13,Nhamundá,Norte,Amazonas,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004c2,5578.132,1303106,13,Nova Olinda do Norte,Norte,Amazonas,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004c3,37776.77,1303205,13,Novo Airão,Norte,Amazonas,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.307175219,8.307175219,8.307175219,8.307175219,8.307175219,8.307175219,8.307175219,Amazônia
000000000000000004c4,41179.656,1303304,13,Novo Aripuanã,Norte,Amazonas,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004c5,5956.047,1303403,13,Parintins,Norte,Amazonas,AM,49.15334422,75.80499406,80.71715229,81.09187947,82.610061,85.60509191,91.13811303,92.80689519,93.58999226,96.291955,97.88930946,97.54995134,99.80606477,100.6675889,105.919435,112.6547616,114.0976576,114.9774231,115.0912372,117.9945384,119.0423981,120.9889133,123.5056036,126.0828647,139.0408506,148.2314988,153.7428382,153.5852203,156.4188235,158.2140277,161.863291,191.4133239,194.8359895,197.6408827,199.1741422,200.137939,212.6312958,Amazônia
000000000000000004c6,41624.664,1303502,13,Pauini,Norte,Amazonas,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004c7,25459.099,1303536,13,Presidente Figueiredo,Norte,Amazonas,AM,34.02808049,36.33485502,37.3172631,38.11678975,38.20613293,38.92087112,39.44676384,39.24635772,39.25266319,39.60862811,43.77824934,45.46102411,47.76498545,48.98283031,49.77078491,52.32876191,56.29694084,61.21213895,62.75897549,64.20631196,65.92132166,67.40019118,70.29311268,70.38035005,71.42897655,71.26465717,71.80070696,71.97483552,78.23159668,81.41602311,94.60535279,98.83245606,102.9586709,105.10288,105.6098508,106.3263353,108.4323539,Amazônia
000000000000000004c8,5815.622,1303569,13,Rio Preto da Eva,Norte,Amazonas,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001050598656,0.001050598656,0.3501995268,0.4479052475,1.073011485,1.073011485,1.213091228,1.213091228,1.213091228,1.213091228,Amazônia
000000000000000004c9,62800.078,1303601,13,Santa Isabel do Rio Negro,Norte,Amazonas,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004ca,12366.143,1303700,13,Santo Antônio do Içá,Norte,Amazonas,AM,5.130064525,7.094026432,8.50553984,8.50553984,8.327700518,8.327700518,8.594809523,8.594809523,8.327700518,8.456880307,8.973595867,8.793304531,8.882575369,10.70019055,11.7493813,20.14077835,25.1976647,25.79594747,27.93841675,27.85509832,28.1446114,29.48366348,30.25628841,32.09034477,38.9347421,40.97850036,45.28027162,46.34906707,47.04292102,47.4861222,52.70827531,54.03822104,56.96768708,62.18106921,66.56791275,67.31533537,86.39293747,Amazônia
000000000000000004cb,109181.245,1303809,13,São Gabriel da Cachoeira,Norte,Amazonas,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004cc,19658.502,1303908,13,São Paulo de Olivença,Norte,Amazonas,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004cd,10647.463,1303957,13,São Sebastião do Uatumã,Norte,Amazonas,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004ce,3723.382,1304005,13,Silves,Norte,Amazonas,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004cf,3266.062,1304062,13,Tabatinga,Norte,Amazonas,AM,4.75801321,4.847173437,6.325138001,6.485278687,6.531432677,6.545418817,6.545418817,6.650663089,8.016037351,8.159393491,9.689804141,9.899597275,11.13911214,11.18526607,11.27197876,11.22582483,11.22337821,11.22337821,11.3999521,11.46778384,11.13107238,11.23282134,11.76778339,11.89121053,12.03176791,13.18141765,13.1908574,14.53595299,16.13943066,16.55760872,17.82927593,18.23207248,26.86312871,34.32776744,34.73510782,35.40468382,38.53367974,Amazônia
000000000000000004d0,84946.035,1304104,13,Tapauá,Norte,Amazonas,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004d1,23692.223,1304203,13,Tefé,Norte,Amazonas,AM,0,32.18978657,34.21766004,35.71493844,36.63262005,36.59307184,41.10552147,42.03825413,48.76407953,51.71348601,59.26913742,63.99859169,65.97956152,66.13145895,67.64798294,74.68917519,82.94834741,85.17815484,85.89668838,86.86757754,87.75166053,89.48693723,89.39558552,90.73606975,92.49619379,93.73762721,95.6041542,99.2077009,101.6744726,104.3179891,115.4825089,118.911073,119.4822677,120.7971964,122.1625306,121.8881325,124.4858048,Amazônia
000000000000000004d2,6446.894,1304237,13,Tonantins,Norte,Amazonas,AM,0,0,0.7528301378,0.9314086636,7.900865182,8.321748837,8.656844966,8.567555718,8.567555718,8.567555718,8.567555718,8.565804953,8.565804953,8.655094201,8.655094201,8.567555718,8.567555718,8.662447237,8.565804953,8.565804953,8.655094186,8.835423268,8.746134035,8.778698305,8.689409057,8.600119988,8.957276585,8.867987337,8.835423067,8.835423067,8.883043959,13.68119868,13.77153821,13.77153827,15.83709853,16.08710853,21.0960617,Amazônia
000000000000000004d3,10274.677,1304260,13,Uarini,Norte,Amazonas,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004d4,27901.962,1304302,13,Urucará,Norte,Amazonas,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004d5,2886.494,1304401,13,Urucurituba,Norte,Amazonas,AM,0,3.013739677,3.013739677,4.433965932,4.433965932,4.558240012,4.558240012,4.620552212,4.620552212,12.40608329,12.5846181,14.28840409,15.23393962,15.23393971,15.85881192,16.96047712,17.43867044,19.4022053,19.49812398,20.68730649,22.13379009,22.25316362,22.7397598,22.82902718,24.91438352,24.91438352,25.0929184,25.2714532,25.18218584,25.89632612,26.61046176,26.61046162,26.78899627,26.96753107,29.64555051,30.00262013,30.18115492,Amazônia
000000000000000004d6,28473.45,1400027,14,Amajari,Norte,Roraima,RR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004d7,25454.297,1400050,14,Alto Alegre,Norte,Roraima,RR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004d8,5687.037,1400100,14,Boa Vista,Norte,Roraima,RR,199.5372023,222.9636938,224.9997764,225.0890707,246.0513663,270.5073448,292.6997082,292.4472377,296.766268,297.057611,299.031422,300.1400552,302.8927364,303.3773758,304.8291764,305.9931381,307.9384095,309.0060973,309.7512677,309.4150994,309.9225013,310.6830872,310.6141038,310.9702365,311.0808712,312.2024257,312.4846485,314.2222488,314.9747853,316.5414638,332.5927444,337.012415,342.8397035,345.5187346,350.7005721,351.3959697,453.2169437,Amazônia
000000000000000004d9,8079.914,1400159,14,Bonfim,Norte,Roraima,RR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004da,7664.831,1400175,14,Cantá,Norte,Roraima,RR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004db,47379.903,1400209,14,Caracaraí,Norte,Roraima,RR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004dc,12065.896,1400233,14,Caroebe,Norte,Roraima,RR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004dd,14011.695,1400282,14,Iracema,Norte,Roraima,RR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004de,12337.851,1400308,14,Mucajaí,Norte,Roraima,RR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004df,6959.868,1400407,14,Normandia,Norte,Roraima,RR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
4.00E+00,8025.045,1400456,14,Pacaraima,Norte,Roraima,RR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
4.00E+01,33579.739,1400472,14,Rorainópolis,Norte,Roraima,RR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
4.00E+02,4284.505,1400506,14,São João da Baliza,Norte,Roraima,RR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
4.00E+03,1526.898,1400605,14,São Luiz,Norte,Roraima,RR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
4.00E+04,8113.598,1400704,14,Uiramutã,Norte,Roraima,RR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
4.00E+05,1610.654,1500107,15,Abaetetuba,Norte,Pará,PA,0,0,0,0,0.2204179355,0.2204179355,0.3781080874,1.554137935,1.554137935,1.732855243,1.732855243,2.908179784,2.908179784,3.287340631,4.251710643,4.234539772,4.323898422,4.323898422,4.814489853,4.829207738,5.739956135,6.276102269,7.787123623,9.0381308,10.5572114,13.89043022,14.96272229,14.78400708,16.22879976,17.10240135,17.37047545,18.90672499,20.60452155,21.94488666,22.1523367,22.42041168,25.66181516,Amazônia
4.00E+06,614.131,1500131,15,Abel Figueiredo,Norte,Pará,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
4.00E+07,4344.384,1500206,15,Acará,Norte,Pará,PA,1.770463214,1.77326624,2.049714757,2.285169194,2.285169194,2.449847011,2.449847011,3.179335648,4.944541652,5.456444266,6.092731676,6.596225566,7.39684042,7.98127203,11.81932174,13.75306255,24.50514024,26.71778392,29.12768803,29.12768803,33.11114302,34.03929729,36.83251867,48.16764184,49.06110669,49.41849297,50.66934401,59.50798604,61.69505261,62.14178498,65.11124464,66.39643512,68.2001869,68.86415425,70.57435252,70.48465559,72.04314035,Amazônia
4.00E+08,8338.438,1500305,15,Afuá,Norte,Pará,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.673826353,16.646806,20.71665571,22.95158514,24.82892533,26.61686868,34.39442184,39.03571237,44.48227864,46.5384135,48.14756241,55.52405519,Amazônia
4.00E+09,7113.955,1500347,15,Água Azul do Norte,Norte,Pará,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004ea,23645.452,1500404,15,Alenquer,Norte,Pará,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004eb,72954.798,1500503,15,Almeirim,Norte,Pará,PA,19.04838348,21.51875476,21.76477536,21.9435081,22.15202963,23.40316809,24.54425437,24.63362143,24.75908541,24.49098484,24.49098484,24.93781685,25.20591602,25.4740165,25.65274927,25.83148223,25.83148223,26.26534737,26.35471314,30.69233775,31.5860033,32.21226898,32.39100161,32.659101,34.59327241,36.07640542,37.12637306,37.47928263,42.89350296,43.52712986,46.47973495,46.71033574,47.78273619,48.0168432,47.96427217,48.34486795,50.02180569,Amazônia
000000000000000004ec,159533.306,1500602,15,Altamira,Norte,Pará,PA,0,8.539422059,13.23289334,13.16008134,14.56026042,18.64736172,18.70406832,20.35909473,20.48231456,20.82186882,24.21803607,24.25934369,26.52062472,26.91058143,29.30698678,30.08130366,50.25287276,57.32341182,65.41997507,65.98318891,70.40080824,71.29203565,82.22383685,82.8175205,90.93590743,97.50555657,114.0892062,122.2509283,129.9033955,138.6483172,143.5287293,145.7351021,146.6228311,150.0789,152.151893,152.8838349,156.1655375,Amazônia
000000000000000004ed,6913.64,1500701,15,Anajás,Norte,Pará,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004ee,190.581,1500800,15,Ananindeua,Norte,Pará,PA,359.0880539,408.2193533,518.6831166,711.3869349,880.3492727,936.7223963,1177.11328,1297.528335,1416.295463,1440.8826,1544.893224,1620.484881,1719.942556,1811.354359,1887.964164,1950.902644,2049.143751,2124.524092,2157.765117,2178.26522,2211.98518,2258.51495,2278.004932,2325.627855,2357.663065,2381.076749,2411.997763,2444.566654,2526.639366,2550.028503,2581.357886,2599.462754,2625.833144,2640.177688,2659.40032,2658.103879,2683.001779,Amazônia
000000000000000004ef,11895.27,1500859,15,Anapu,Norte,Pará,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004f0,1099.619,1500909,15,Augusto Corrêa,Norte,Pará,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004f1,1811.84,1500958,15,Aurora do Pará,Norte,Pará,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004f2,17074.053,1501006,15,Aveiro,Norte,Pará,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004f3,4397.321,1501105,15,Bagre,Norte,Pará,PA,0.01331483646,0.01331483646,0.01331483646,0.01331483646,0.01331483646,0.01331483646,0.01331483646,0.01331483646,0.01331483646,0.01331483646,0.01331483646,0.0185706912,0.2091830931,1.258601922,2.117758372,2.296457373,3.330809235,4.022829863,4.511974682,4.601324175,4.601324175,4.690673691,4.690673691,4.690673691,4.738677224,4.915274172,6.142691913,6.053342464,6.655313286,6.744662795,6.655313316,7.012711483,7.459459278,7.548808824,7.370109688,7.280760142,7.995556596,Amazônia
000000000000000004f4,3759.834,1501204,15,Baião,Norte,Pará,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004f5,2956.649,1501253,15,Bannach,Norte,Pará,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amazônia
000000000000000004f6,1310.338,1501303,15,Barcarena,Norte,Pará,PA,0.1230105655,0.1195060566,0.1195060566,0.1195060566,0.1195060566,0.1195060566,0.1195060566,0.7026559102,0.1195060566,0.1195060566,0.1640133116,0.1195060566,0.5621241153,0.3833947079,0.1195060566,1.149500085,1.149500085,9.541748201,19.46134868,20.30245046,21.10673822,36.87416988,38.95765817,38.61143876,40.53962981,41.29276234,44.45003313,49.92486771,55.5507466,56.06241415,63.41394811,78.31757122,99.8245772,100.2549419,100.7084332,100.6208191,101.3448724,Amazônia
000000000000000004f7,1059.466,1501402,15,Belém,Norte,Pará,PA,2110.487199,2200.6113,2329.532894,2459.68989,2569.19459,2696.550005,2986.611045,3150.228326,3312.946162,3355.29445,3479.954447,3535.290142,3720.875466,3914.464412,4061.157417,4244.014875,4390.08954,4479.210088,4564.655305,4598.919594,4652.676871,4756.003885,4794.653411,4893.66867,4953.936618,4997.164315,5059.823374,5127.467125,5235.571323,5260.634099,5325.509297,5336.158456,5378.239529,5400.993263,5432.322455,5432.860434,5464.121626,Amazônia
